1;1;1;Game Gear;1;4;;1;7;0;;0;;0;0;;;http://fr.wikipedia.org/wiki/Game_Gear;1;1
2;1;1;Game Gear;1;4;;1;7;0;;0;;0;0;;;http://fr.wikipedia.org/wiki/Game_Gear;1;1
3;1;1;Master System;1;3;;1;8;1;3;1;6;1;1;Alex kid intégré;;http://fr.wikipedia.org/wiki/Master_System;1;1
4;1;1;Master System;2;3;;1;8;1;8;1;8;1;1;;;http://fr.wikipedia.org/wiki/Master_System;1;1
5;1;1;Megadrive;1;4;;1;8;1;6;1;7;2;1;;;http://fr.wikipedia.org/wiki/Megadrive;1;1
6;1;1;Megadrive;2;4;;1;8;1;9;1;9;2;1;;;http://fr.wikipedia.org/wiki/Megadrive;1;1
7;1;1;Megacd;2;4;;1;7;0;;0;;0;0;;;http://fr.wikipedia.org/wiki/Mega-CD;1;1
8;1;1;32x;1;4;;1;8;0;;0;;0;0;;;http://fr.wikipedia.org/wiki/32X;1;1
9;1;1;Saturn;1;5;;1;7;0;;0;;2;0;;;http://fr.wikipedia.org/wiki/Saturn_%28console_de_jeux_vid%C3%A9o%29;1;1
10;1;1;Saturn;1;5;;1;9;1;8;0;;2;0;;;http://fr.wikipedia.org/wiki/Saturn_%28console_de_jeux_vid%C3%A9o%29;1;1
11;1;1;Dreamcast;1;6;;1;4;0;;0;;1;0;très jaunie;;http://fr.wikipedia.org/wiki/Dreamcast;1;1
12;1;1;Dreamcast;1;6;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/Dreamcast;1;1
13;2;1;Game Boy;1;4;;1;4;0;;0;;0;0;pixels morts;;http://fr.wikipedia.org/wiki/Game_Boy;1;1
14;2;1;Game Boy Color;1;5;;1;8;1;8;1;8;0;1;jaune;;http://fr.wikipedia.org/wiki/Game_Boy_Color;1;1
15;2;1;Game Boy Advance;1;6;;1;5;0;;0;;;0;violette;;http://fr.wikipedia.org/wiki/Game_Boy_Advance;1;1
16;2;1;NES;1;3;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/NES;1;1
17;2;1;NES;1;3;;1;4;0;;0;;1;0;;;http://fr.wikipedia.org/wiki/NES;1;1
18;2;1;NES;1;3;;0;5;0;;0;;1;0;;;http://fr.wikipedia.org/wiki/NES;1;1
19;2;1;Virtual Boy;1;4;;1;9;1;8;1;8;1;1;;;http://fr.wikipedia.org/wiki/Virtual_Boy;1;1
20;2;1;Super Nintendo;1;4;;1;6;0;;0;;1;0;jaunie;;http://fr.wikipedia.org/wiki/Super_Nintendo;1;1
21;2;1;Super Nintendo;1;4;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/Super_Nintendo;1;1
22;2;1;Nintendo64;1;5;;1;9;1;9;1;9;2;1;Version violette;;http://fr.wikipedia.org/wiki/Nintendo_64;1;1
23;2;1;GameCube;1;6;;1;8;0;;0;;4;0;version noire;;http://fr.wikipedia.org/wiki/GameCube;1;1
24;2;1;GameCube;1;6;;1;8;1;9;1;9;4;1;version noire;;http://fr.wikipedia.org/wiki/GameCube;1;1
25;2;1;DS light;1;7;;1;9;1;9;1;9;0;1;version blanche;;http://fr.wikipedia.org/wiki/Nintendo_DS;1;1
26;3;1;PS1;1;5;;1;9;1;9;0;;4;0;;;http://fr.wikipedia.org/wiki/PlayStation;1;1
27;3;3;PS1;1;5;;1;7;0;;0;;4;0;;;http://fr.wikipedia.org/wiki/PlayStation;1;1
28;3;3;PS2;1;6;;1;8;0;;0;;4;0;;;http://fr.wikipedia.org/wiki/PlayStation_2;1;1
29;3;1;Pstwo;1;6;;1;8;1;9;1;9;4;1;version grise;;http://fr.wikipedia.org/wiki/PlayStation_2;1;1
30;3;1;PS3;2;7;;1;10;1;10;1;10;3;1;Version 60Go;;http://fr.wikipedia.org/wiki/PlayStation_3;1;1
31;3;1;PS3 slim;1;7;;1;10;1;10;1;10;3;1;Version 320Go;;http://fr.wikipedia.org/wiki/PlayStation_3;1;1
32;3;1;PSP light;1;7;;1;9;1;9;1;9;0;1;édition spécial FF7 crisis core;;http://fr.wikipedia.org/wiki/PlayStation_Portable;1;1
33;4;1;GX-4000;1;3;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/GX-4000;1;1
34;5;1;2600;1;2;;1;8;1;7;1;7;2;1;version  bois;;http://fr.wikipedia.org/wiki/Atari_2600;1;1
35;5;1;7800;1;3;;;;;;;;;;;;http://fr.wikipedia.org/wiki/Atari_7800;1;1
36;5;1;Lynx;2;4;;1;9;1;9;1;9;0;1;;;http://fr.wikipedia.org/wiki/Atari_Lynx;1;1
37;5;1;Jaguar;1;5;UK;1;8;0;;0;;2;0;version RF;;http://fr.wikipedia.org/wiki/Atari_Jaguar;1;1
38;5;1;Jaguar;1;5;;1;8;0;;0;;1;0;;;http://fr.wikipedia.org/wiki/Atari_Jaguar;1;1
39;5;1;Jaguar;1;5;;1;9;1;8;1;8;1;1;;;http://fr.wikipedia.org/wiki/Atari_Jaguar;1;1
40;5;1;Jaguar;1;5;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/Atari_Jaguar;1;1
41;5;1;Jaguar CD;1;5;;1;8;0;;0;;0;0;;;http://fr.wikipedia.org/wiki/Jaguar_CD;1;1
42;5;1;Jaguar CD;1;5;;1;9;1;8;1;9;0;1;;;http://fr.wikipedia.org/wiki/Jaguar_CD;1;1
43;6;3;NeoGeo;AES;4;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/Neo-Geo_AES;1;1
44;6;3;NeoGeo;CD;4;;1;9;1;9;1;9;2;1;;;http://fr.wikipedia.org/wiki/Neo-Geo_CD;1;1
45;7;1;Intellivision;1;2;FR;1;8;1;8;1;8;2;1;;;http://fr.wikipedia.org/wiki/Intellivision;1;1
46;8;1;Xbox;1;6;FR;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/Xbox;1;1
47;8;1;Xbox 360;1;7;FR;1;8;1;8;1;9;2;1;;;http://fr.wikipedia.org/wiki/Xbox_360;1;1
48;9;1;Turbografx 16;1;3;;1;9;1;9;1;9;1;1;;;http://fr.wikipedia.org/wiki/TurboGrafx-16;1;1
49;10;1;Microvision;1;1;;1;8;1;8;1;8;0;1;;;http://fr.wikipedia.org/wiki/Microvision;1;1
